count,cpu_usage,memory_usage,signal
65129,93,61,yes
65130,33,8,yes
65131,68,41,yes
65132,39,66,yes
65133,99,95,yes
65134,9,34,yes
65135,58,40,yes
65136,13,15,yes
65137,12,73,yes
65138,64,32,yes
65139,27,45,yes
65140,69,72,yes
65141,42,25,yes
65142,98,100,yes
65143,45,60,yes
65144,83,41,yes
65145,52,95,yes
65146,21,4,yes
65147,9,89,yes
65148,77,97,yes
65149,25,44,yes
65150,5,19,yes
65151,61,87,yes
65152,34,81,yes
65153,99,23,yes
65154,92,28,yes
65155,98,89,yes
65156,60,56,yes
65157,30,86,yes
65158,40,43,yes
65159,96,66,yes
65160,68,34,yes
65161,100,53,yes
65162,94,3,yes
65163,71,47,yes
65164,54,58,yes
65165,60,30,yes
65166,10,63,yes
65167,78,95,yes
65168,71,70,yes
65169,25,46,yes
65170,12,44,yes
65171,59,75,yes
65172,10,66,yes
65173,99,84,yes
65174,93,20,yes
65175,42,96,yes
65176,27,81,yes
65177,64,25,yes
65178,4,19,yes
65179,90,17,yes
65180,43,80,yes
65181,82,7,yes
65182,95,44,yes
65183,26,55,yes
65184,99,92,yes
65185,24,49,yes
65186,60,57,yes
65187,97,26,yes
65188,60,84,yes
65189,81,26,yes
65190,9,44,yes
65191,39,95,yes
65192,18,33,yes
65193,75,75,yes
65194,99,25,yes
65195,50,56,yes
65196,6,7,no
65197,2,2,no
65198,51,66,yes
65199,52,91,yes
65200,8,79,yes
65201,59,61,yes
65202,52,96,yes
65203,75,84,yes
65204,96,81,yes
65205,43,30,yes
65206,74,84,yes
65207,30,11,yes
65208,42,89,yes
65209,23,13,yes
65210,5,93,yes
65211,2,28,yes
65212,5,29,yes
65213,85,8,yes
65214,99,25,yes
65215,56,63,yes
65216,31,36,yes
65217,15,31,yes
65218,98,81,yes
65219,33,30,yes
65220,75,12,yes
65221,28,91,yes
65222,65,47,yes
65223,30,34,yes
65224,96,26,yes
65225,8,62,yes
65226,26,33,yes
65227,33,35,yes
65228,70,18,yes
65229,9,64,yes
65230,14,74,yes
65231,55,70,yes
65232,58,56,yes
65233,89,38,yes
65234,89,81,yes
65235,34,49,yes
65236,80,18,yes
65237,55,11,yes
65238,15,52,yes
65239,67,33,yes
65240,55,81,yes
65241,50,38,yes
65242,88,31,yes
65243,8,94,yes
65244,100,41,yes
65245,38,26,yes
65246,81,55,yes
65247,54,46,yes
65248,48,87,yes
65249,86,13,yes
65250,21,99,yes
65251,24,25,yes
65252,39,35,yes
65253,5,61,yes
65254,50,11,yes
65255,55,90,yes
65256,21,75,yes
65257,30,39,yes
65258,72,69,yes
65259,56,18,yes
65260,12,65,yes
65261,65,17,yes
65262,43,48,yes
65263,83,52,yes
65264,41,6,yes
65265,85,100,yes
65266,28,23,yes
65267,70,90,yes
65268,14,96,yes
65269,11,63,yes
65270,26,27,yes
65271,86,62,yes
65272,27,10,yes
65273,29,97,yes
65274,46,28,yes
65275,61,44,yes
65276,1,62,yes
65277,20,72,yes
65278,27,12,yes
65279,26,95,yes
65280,6,97,yes
65281,37,32,yes
65282,65,92,yes
65283,10,72,yes
65284,2,50,yes
65285,9,87,yes
65286,56,33,yes
65287,96,53,yes
65288,23,8,yes
65289,57,13,yes
65290,5,95,yes
65291,18,84,yes
65292,39,51,yes
65293,21,69,yes
65294,42,93,yes
65295,9,47,yes
65296,93,75,yes
65297,72,5,yes
65298,43,88,yes
65299,3,96,yes
65300,15,93,yes
65301,19,49,yes
65302,34,29,yes
65303,54,41,yes
65304,12,41,yes
65305,81,53,yes
65306,61,91,yes
65307,36,91,yes
65308,66,43,yes
65309,12,78,yes
65310,30,82,yes
65311,67,2,yes
65312,88,3,yes
65313,64,53,yes
65314,44,10,yes
65315,55,24,yes
65316,83,47,yes
65317,36,49,yes
65318,46,1,yes
65319,47,30,yes
65320,57,69,yes
65321,62,68,yes
65322,78,90,yes
65323,31,20,yes
65324,12,97,yes
65325,96,24,yes
65326,83,69,yes
65327,15,99,yes
65328,87,54,yes
65329,72,77,yes
65330,54,9,yes
65331,98,23,yes
65332,54,19,yes
65333,26,94,yes
65334,58,81,yes
65335,86,99,yes
65336,31,14,yes
65337,91,17,yes
65338,1,65,yes
65339,4,77,yes
65340,51,91,yes
65341,3,37,yes
65342,25,55,yes
65343,84,27,yes
65344,13,82,yes
65345,63,12,yes
65346,74,49,yes
65347,66,43,yes
65348,16,16,yes
65349,42,82,yes
65350,50,32,yes
65351,48,82,yes
65352,17,75,yes
65353,13,61,yes
65354,25,66,yes
65355,34,35,yes
65356,58,95,yes
65357,60,17,yes
65358,59,42,yes
65359,83,57,yes
65360,40,14,yes
65361,67,90,yes
65362,45,99,yes
65363,96,13,yes
65364,56,13,yes
65365,66,83,yes
65366,42,85,yes
65367,42,24,yes
65368,58,51,yes
65369,23,50,yes
65370,75,89,yes
65371,50,76,yes
65372,67,32,yes
65373,49,40,yes
65374,18,51,yes
65375,53,41,yes
65376,59,30,yes
65377,14,82,yes
65378,84,29,yes
65379,56,39,yes
65380,78,47,yes
65381,89,62,yes
65382,72,94,yes
65383,82,85,yes
65384,94,29,yes
65385,85,37,yes
65386,87,31,yes
65387,44,92,yes
65388,26,16,yes
65389,4,80,yes
65390,2,62,yes
65391,5,64,yes
65392,93,79,yes
65393,18,85,yes
65394,53,78,yes
65395,62,74,yes
65396,90,66,yes
65397,88,19,yes
65398,25,37,yes
65399,74,57,yes
65400,40,38,yes
65401,30,66,yes
65402,83,50,yes
65403,50,88,yes
65404,3,77,yes
65405,45,3,yes
65406,23,11,yes
65407,46,97,yes
65408,96,67,yes
65409,26,75,yes
65410,69,100,yes
65411,42,7,yes
65412,64,40,yes
65413,2,83,yes
65414,95,87,yes
65415,35,95,yes
65416,91,76,yes
65417,57,10,yes
65418,24,17,yes
65419,100,83,yes
65420,25,80,yes
65421,11,61,yes
65422,15,64,yes
65423,86,99,yes
65424,14,90,yes
65425,34,62,yes
65426,17,83,yes
65427,46,32,yes
65428,63,66,yes
65429,76,35,yes
65430,44,19,yes
65431,71,2,yes
65432,12,14,yes
65433,46,27,yes
65434,63,55,yes
65435,84,98,yes
65436,70,4,yes
65437,56,9,yes
65438,98,4,yes
65439,73,35,yes
65440,9,83,yes
65441,52,85,yes
65442,4,8,no
65443,60,27,yes
65444,50,98,yes
65445,90,29,yes
65446,63,74,yes
65447,66,7,yes
65448,27,19,yes
65449,96,27,yes
65450,84,42,yes
65451,28,46,yes
65452,52,86,yes
65453,96,26,yes
65454,41,5,yes
65455,85,51,yes
65456,39,47,yes
65457,32,84,yes
65458,36,34,yes
65459,81,70,yes
65460,53,79,yes
65461,74,97,yes
65462,58,50,yes
65463,2,26,yes
65464,70,61,yes
65465,94,72,yes
65466,18,46,yes
65467,67,61,yes
65468,92,52,yes
65469,47,32,yes
65470,90,52,yes
65471,7,63,yes
65472,90,15,yes
65473,2,58,yes
65474,25,83,yes
65475,2,32,yes
65476,67,47,yes
65477,14,86,yes
65478,27,33,yes
65479,87,63,yes
65480,15,6,yes
65481,88,69,yes
65482,84,77,yes
65483,14,1,yes
65484,41,60,yes
65485,11,100,yes
65486,88,71,yes
65487,73,96,yes
65488,45,59,yes
65489,95,84,yes
65490,58,70,yes
65491,86,20,yes
65492,46,71,yes
65493,67,26,yes
65494,50,98,yes
65495,2,8,no
65496,89,1,yes
65497,28,22,yes
65498,43,59,yes
65499,61,31,yes
65500,87,19,yes
65501,87,57,yes
65502,80,20,yes
65503,85,45,yes
65504,73,70,yes
65505,8,38,yes
65506,21,81,yes
65507,70,76,yes
65508,76,96,yes
65509,40,49,yes
65510,73,95,yes
65511,11,87,yes
65512,66,86,yes
65513,24,30,yes
65514,78,19,yes
65515,95,11,yes
65516,38,90,yes
65517,53,29,yes
65518,70,4,yes
65519,39,24,yes
65520,66,58,yes
65521,87,78,yes
65522,30,17,yes
65523,42,11,yes
65524,56,51,yes
65525,82,33,yes
65526,100,85,yes
65527,54,23,yes
65528,36,39,yes
65529,75,17,yes
65530,64,63,yes
65531,39,6,yes
65532,77,46,yes
65533,12,87,yes
65534,17,59,yes
65535,5,51,yes
65536,27,65,yes
65537,78,41,yes
65538,33,95,yes
65539,59,57,yes
65540,68,31,yes
65541,18,23,yes
65542,10,32,yes
65543,95,32,yes
65544,59,36,yes
65545,69,26,yes
65546,13,74,yes
65547,39,22,yes
65548,80,68,yes
65549,54,90,yes
65550,89,52,yes
65551,63,72,yes
65552,21,37,yes
65553,85,22,yes
65554,57,84,yes
65555,38,30,yes
65556,37,67,yes
65557,25,38,yes
65558,61,89,yes
65559,65,46,yes
65560,87,84,yes
65561,30,22,yes
65562,15,43,yes
65563,54,13,yes
65564,11,43,yes
65565,75,75,yes
65566,60,44,yes
65567,79,46,yes
65568,56,62,yes
65569,10,75,yes
65570,76,89,yes
65571,75,26,yes
65572,73,56,yes
65573,92,60,yes
65574,12,34,yes
65575,62,21,yes
65576,9,81,yes
65577,97,35,yes
65578,87,44,yes
65579,70,26,yes
65580,51,86,yes
65581,15,100,yes
65582,62,45,yes
65583,46,86,yes
65584,77,60,yes
65585,60,71,yes
65586,53,77,yes
65587,34,84,yes
65588,40,85,yes
65589,22,61,yes
65590,54,100,yes
65591,94,36,yes
65592,33,75,yes
65593,89,89,yes
65594,35,5,yes
65595,73,95,yes
65596,78,43,yes
65597,98,72,yes
65598,17,96,yes
65599,77,31,yes
65600,21,89,yes
65601,68,78,yes
65602,46,84,yes
65603,32,98,yes
65604,42,90,yes
65605,68,58,yes
65606,28,53,yes
65607,78,88,yes
65608,28,60,yes
65609,12,95,yes
65610,46,87,yes
65611,100,14,yes
65612,61,30,yes
65613,22,7,yes
65614,57,67,yes
65615,27,39,yes
65616,63,35,yes
65617,30,38,yes
65618,38,65,yes
65619,66,54,yes
65620,8,66,yes
65621,20,63,yes
65622,45,3,yes
65623,69,59,yes
65624,42,3,yes
65625,28,58,yes
65626,96,28,yes
65627,42,64,yes
65628,25,92,yes
65629,11,59,yes
65630,79,61,yes
65631,97,30,yes
65632,76,30,yes
65633,51,66,yes
65634,7,10,no
65635,76,27,yes
65636,61,18,yes
65637,62,95,yes
65638,43,46,yes
65639,43,22,yes
65640,15,72,yes
65641,9,100,yes
65642,30,69,yes
65643,58,36,yes
65644,18,76,yes
65645,67,4,yes
65646,37,81,yes
65647,25,55,yes
65648,12,39,yes
65649,20,20,yes
65650,86,21,yes
65651,31,63,yes
65652,8,72,yes
65653,68,64,yes
65654,41,5,yes
65655,75,2,yes
65656,34,62,yes
65657,38,5,yes
65658,85,50,yes
65659,1,13,yes
65660,68,28,yes
65661,97,20,yes
65662,40,99,yes
65663,36,83,yes
65664,18,94,yes
65665,25,48,yes
65666,74,58,yes
65667,63,13,yes
65668,40,27,yes
65669,22,58,yes
65670,38,77,yes
65671,20,69,yes
65672,86,53,yes
65673,48,56,yes
65674,21,11,yes
65675,8,49,yes
65676,55,48,yes
65677,1,11,yes
65678,61,77,yes
65679,97,74,yes
65680,72,59,yes
65681,33,40,yes
65682,43,49,yes
65683,36,89,yes
65684,69,38,yes
65685,1,99,yes
65686,62,38,yes
65687,81,35,yes
65688,10,30,yes
65689,75,4,yes
65690,6,80,yes
65691,41,94,yes
65692,57,75,yes
65693,25,4,yes
65694,71,55,yes
65695,99,83,yes
65696,51,79,yes
65697,56,53,yes
65698,17,8,yes
65699,4,80,yes
65700,50,93,yes
65701,59,67,yes
65702,59,87,yes
65703,77,53,yes
65704,81,11,yes
65705,89,60,yes
65706,23,67,yes
65707,71,92,yes
65708,74,6,yes
65709,20,19,yes
65710,36,94,yes
65711,73,44,yes
65712,57,95,yes
65713,63,31,yes
65714,19,30,yes
65715,91,97,yes
65716,46,20,yes
65717,71,36,yes
65718,77,100,yes
65719,58,83,yes
65720,16,95,yes
65721,55,62,yes
65722,35,96,yes
65723,21,3,yes
65724,56,55,yes
65725,100,19,yes
65726,81,23,yes
65727,4,6,no
65728,71,90,yes
65729,79,24,yes
65730,15,41,yes
65731,36,53,yes
65732,74,87,yes
65733,25,15,yes
65734,17,62,yes
65735,4,49,yes
65736,100,4,yes
65737,42,58,yes
65738,62,12,yes
65739,69,3,yes
65740,93,66,yes
65741,76,23,yes
65742,93,50,yes
65743,38,92,yes
65744,1,24,yes
65745,60,12,yes
65746,84,10,yes
65747,23,99,yes
65748,45,21,yes
65749,67,8,yes
65750,59,91,yes
65751,77,1,yes
65752,83,36,yes
65753,34,11,yes
65754,11,30,yes
65755,45,83,yes
65756,40,91,yes
65757,11,81,yes
65758,49,23,yes
65759,79,92,yes
65760,30,51,yes
65761,71,78,yes
65762,1,12,yes
65763,15,25,yes
65764,48,71,yes
65765,97,56,yes
65766,24,69,yes
65767,83,43,yes
65768,73,69,yes
65769,79,76,yes
65770,46,24,yes
65771,67,36,yes
65772,61,30,yes
65773,53,65,yes
65774,17,64,yes
65775,39,18,yes
65776,59,83,yes
65777,27,50,yes
65778,62,62,yes
65779,97,90,yes
65780,5,63,yes
65781,45,76,yes
65782,93,87,yes
65783,12,42,yes
65784,81,34,yes
65785,78,86,yes
65786,98,44,yes
65787,34,97,yes
65788,7,30,yes
65789,6,55,yes
65790,48,82,yes
65791,75,22,yes
65792,27,32,yes
65793,99,53,yes
65794,55,2,yes
65795,10,88,yes
65796,49,37,yes
65797,47,24,yes
65798,91,92,yes
65799,20,9,yes
65800,8,27,yes
65801,13,83,yes
65802,6,29,yes
65803,65,67,yes
65804,28,8,yes
65805,43,56,yes
65806,17,24,yes
65807,96,88,yes
65808,74,69,yes
65809,24,91,yes
65810,67,27,yes
65811,39,7,yes
65812,20,26,yes
65813,5,83,yes
65814,62,55,yes
65815,43,79,yes
65816,55,7,yes
65817,76,54,yes
65818,56,51,yes
65819,94,75,yes
65820,62,39,yes
65821,43,41,yes
65822,96,61,yes
65823,27,61,yes
65824,59,58,yes
65825,22,35,yes
65826,93,8,yes
65827,87,56,yes
65828,72,90,yes
65829,20,48,yes
65830,88,95,yes
65831,29,34,yes
65832,56,91,yes
65833,29,73,yes
65834,8,35,yes
65835,90,42,yes
65836,98,98,yes
65837,29,55,yes
65838,9,80,yes
65839,42,6,yes
65840,54,18,yes
65841,46,51,yes
65842,26,3,yes
65843,38,96,yes
65844,55,94,yes
65845,72,95,yes
65846,34,24,yes
65847,1,62,yes
65848,56,92,yes
65849,27,91,yes
65850,47,43,yes
65851,86,91,yes
65852,17,84,yes
65853,42,96,yes
65854,41,93,yes
65855,39,19,yes
65856,95,57,yes
65857,72,29,yes
65858,37,81,yes
65859,94,39,yes
65860,95,58,yes
65861,100,84,yes
65862,32,78,yes
65863,6,65,yes
65864,83,60,yes
65865,72,90,yes
65866,40,13,yes
65867,27,44,yes
65868,37,97,yes
65869,74,95,yes
65870,97,99,yes
65871,45,40,yes
65872,69,51,yes
65873,97,24,yes
65874,45,86,yes
65875,68,41,yes
65876,64,2,yes
65877,69,23,yes
65878,57,17,yes
65879,18,22,yes
65880,5,38,yes
65881,42,29,yes
65882,94,63,yes
65883,49,27,yes
65884,35,26,yes
65885,69,64,yes
65886,58,65,yes
65887,12,66,yes
65888,95,28,yes
65889,88,33,yes
65890,9,89,yes
65891,27,73,yes
65892,62,100,yes
65893,41,60,yes
65894,28,32,yes
65895,100,38,yes
65896,56,66,yes
65897,44,100,yes
65898,3,40,yes
65899,77,66,yes
65900,83,44,yes
65901,34,81,yes
65902,66,15,yes
65903,17,54,yes
65904,13,100,yes
65905,72,98,yes
65906,72,34,yes
65907,17,19,yes
65908,23,37,yes
65909,51,74,yes
65910,21,3,yes
65911,63,67,yes
65912,7,99,yes
65913,25,83,yes
65914,38,63,yes
65915,40,12,yes
65916,31,13,yes
65917,18,14,yes
65918,33,87,yes
65919,78,54,yes
65920,37,47,yes
65921,59,90,yes
65922,49,67,yes
65923,94,52,yes
65924,21,2,yes
65925,62,88,yes
65926,29,38,yes
65927,100,91,yes
65928,99,37,yes
65929,29,28,yes
65930,17,32,yes
65931,64,83,yes
65932,78,14,yes
65933,21,20,yes
65934,75,83,yes
65935,25,56,yes
65936,27,58,yes
65937,3,12,yes
65938,19,66,yes
65939,7,13,yes
65940,46,26,yes
65941,14,10,yes
65942,78,26,yes
65943,73,29,yes
65944,76,96,yes
65945,66,11,yes
65946,46,67,yes
65947,54,75,yes
65948,22,74,yes
65949,25,50,yes
65950,63,49,yes
65951,71,98,yes
65952,18,20,yes
65953,74,27,yes
65954,44,37,yes
65955,94,44,yes
65956,79,72,yes
65957,60,91,yes
65958,7,55,yes
65959,68,64,yes
65960,68,18,yes
65961,8,42,yes
65962,23,65,yes
65963,93,82,yes
65964,38,69,yes
65965,62,4,yes
65966,34,10,yes
65967,21,58,yes
65968,40,50,yes
65969,32,1,yes
65970,7,89,yes
65971,4,94,yes
65972,84,7,yes
65973,53,28,yes
65974,54,49,yes
65975,31,84,yes
65976,98,62,yes
65977,51,47,yes
65978,50,41,yes
65979,30,27,yes
65980,37,62,yes
65981,20,54,yes
65982,85,72,yes
65983,12,20,yes
65984,58,16,yes
65985,25,16,yes
65986,41,78,yes
65987,35,43,yes
65988,24,33,yes
65989,38,39,yes
65990,61,11,yes
65991,10,40,yes
65992,58,15,yes
65993,13,50,yes
65994,39,71,yes
65995,11,25,yes
65996,51,59,yes
65997,2,54,yes
65998,92,47,yes
65999,27,91,yes
66000,16,94,yes
66001,22,9,yes
66002,57,26,yes
66003,39,14,yes
66004,43,45,yes
66005,67,1,yes
66006,20,71,yes
66007,49,35,yes
66008,55,1,yes
66009,80,70,yes
66010,32,56,yes
66011,79,62,yes
66012,90,63,yes
66013,84,18,yes
66014,82,31,yes
66015,64,74,yes
66016,85,38,yes
66017,86,11,yes
66018,67,34,yes
66019,42,72,yes
66020,73,13,yes
66021,40,89,yes
66022,67,75,yes
66023,81,73,yes
66024,18,82,yes
66025,26,18,yes
66026,42,24,yes
66027,3,67,yes
66028,48,24,yes
66029,49,13,yes
66030,55,92,yes
66031,33,35,yes
66032,26,75,yes
66033,72,60,yes
66034,66,51,yes
66035,77,70,yes
66036,88,36,yes
66037,47,55,yes
66038,28,8,yes
66039,45,91,yes
66040,30,75,yes
66041,15,99,yes
66042,77,11,yes
66043,72,6,yes
66044,6,52,yes
66045,16,54,yes
66046,18,77,yes
66047,46,85,yes
66048,57,13,yes
66049,77,89,yes
66050,23,64,yes
66051,56,63,yes
66052,25,45,yes
66053,89,92,yes
66054,46,66,yes
66055,93,7,yes
66056,59,97,yes
66057,10,85,yes
66058,21,67,yes
66059,32,1,yes
66060,63,47,yes
66061,11,74,yes
66062,49,8,yes
66063,82,91,yes
66064,51,92,yes
66065,81,17,yes
66066,9,46,yes
66067,43,3,yes
66068,3,50,yes
66069,41,65,yes
66070,38,15,yes
66071,32,10,yes
66072,79,17,yes
66073,47,67,yes
66074,86,81,yes
66075,38,78,yes
66076,22,16,yes
66077,18,74,yes
66078,15,89,yes
66079,93,89,yes
66080,4,44,yes
66081,66,62,yes
66082,99,72,yes
66083,26,32,yes
66084,86,43,yes
66085,76,93,yes
66086,75,93,yes
66087,94,65,yes
66088,26,56,yes
66089,81,76,yes
66090,63,15,yes
66091,80,12,yes
66092,37,73,yes
66093,61,24,yes
66094,58,34,yes
66095,74,88,yes
66096,49,60,yes
66097,71,29,yes
66098,4,17,yes
66099,88,6,yes
66100,12,50,yes
66101,96,41,yes
66102,83,87,yes
66103,46,57,yes
66104,79,71,yes
66105,8,47,yes
66106,52,10,yes
66107,49,18,yes
66108,21,15,yes
66109,9,70,yes
66110,9,18,yes
66111,49,51,yes
66112,90,72,yes
66113,45,88,yes
66114,59,56,yes
66115,91,95,yes
66116,75,56,yes
66117,35,85,yes
66118,21,23,yes
66119,57,87,yes
66120,69,78,yes
66121,85,2,yes
66122,88,39,yes
66123,18,47,yes
66124,31,59,yes
66125,33,40,yes
66126,88,67,yes
66127,64,87,yes
66128,91,9,yes
66129,6,85,yes
66130,93,67,yes
66131,23,2,yes
66132,80,96,yes
66133,33,20,yes
66134,30,50,yes
66135,99,1,yes
66136,30,26,yes
66137,17,89,yes
66138,91,99,yes
66139,65,3,yes
66140,67,23,yes
66141,82,73,yes
66142,74,100,yes
66143,82,45,yes
66144,15,99,yes
66145,39,84,yes
66146,69,81,yes
66147,77,14,yes
66148,92,43,yes
66149,28,3,yes
66150,2,47,yes
66151,11,98,yes
66152,98,95,yes
66153,54,79,yes
66154,76,20,yes
66155,56,100,yes
66156,7,76,yes
66157,67,51,yes
66158,25,5,yes
66159,6,48,yes
66160,51,76,yes
66161,11,41,yes
66162,14,17,yes
66163,100,37,yes
66164,57,2,yes
66165,83,48,yes
66166,77,29,yes
66167,70,76,yes
66168,93,2,yes
66169,55,75,yes
66170,94,22,yes
66171,57,20,yes
66172,10,80,yes
66173,25,21,yes
66174,90,34,yes
66175,6,70,yes
66176,93,29,yes
66177,51,55,yes
66178,57,95,yes
66179,87,89,yes
66180,81,15,yes
66181,57,89,yes
66182,86,94,yes
66183,28,75,yes
66184,94,14,yes
66185,45,2,yes
66186,58,3,yes
66187,9,30,yes
66188,2,62,yes
66189,44,40,yes
66190,19,21,yes
66191,13,26,yes
66192,79,4,yes
66193,33,60,yes
66194,3,62,yes
66195,5,88,yes
66196,21,16,yes
66197,89,77,yes
66198,98,1,yes
66199,23,16,yes
66200,26,5,yes
66201,52,68,yes
66202,87,71,yes
66203,47,26,yes
66204,20,52,yes
66205,58,58,yes
66206,27,36,yes
66207,28,96,yes
66208,60,63,yes
66209,47,54,yes
66210,55,66,yes
66211,8,43,yes
66212,76,74,yes
66213,25,91,yes
66214,73,69,yes
66215,80,69,yes
66216,86,44,yes
66217,36,55,yes
66218,3,64,yes
66219,75,13,yes
66220,47,29,yes
66221,6,1,no
66222,65,44,yes
66223,40,89,yes
66224,95,62,yes
66225,20,25,yes
66226,96,49,yes
66227,75,52,yes
66228,83,34,yes
66229,100,12,yes
66230,44,21,yes
66231,83,99,yes
66232,90,65,yes
66233,34,47,yes
66234,7,30,yes
66235,47,11,yes
66236,51,30,yes
66237,55,61,yes
66238,15,85,yes
66239,73,44,yes
66240,75,13,yes
66241,99,94,yes
66242,47,48,yes
66243,15,56,yes
66244,34,27,yes
66245,8,97,yes
66246,44,23,yes
66247,25,22,yes
66248,31,50,yes
66249,65,62,yes
66250,2,43,yes
66251,23,33,yes
66252,64,26,yes
66253,71,80,yes
66254,81,34,yes
66255,56,71,yes
66256,25,75,yes
66257,68,96,yes
66258,91,49,yes
66259,18,84,yes
66260,80,28,yes
66261,69,36,yes
66262,79,34,yes
66263,1,4,no
66264,54,64,yes
66265,60,69,yes
66266,38,18,yes
66267,83,59,yes
66268,78,89,yes
66269,44,16,yes
66270,69,28,yes
66271,42,52,yes
66272,13,23,yes
66273,70,33,yes
66274,2,73,yes
66275,27,6,yes
66276,84,75,yes
66277,39,69,yes
66278,38,39,yes
66279,87,2,yes
66280,28,77,yes
66281,98,37,yes
66282,13,13,yes
66283,15,8,yes
66284,63,15,yes
66285,33,25,yes
66286,16,78,yes
66287,75,68,yes
66288,7,5,no
66289,33,37,yes
66290,21,65,yes
66291,18,31,yes
66292,44,50,yes
66293,1,100,yes
66294,1,24,yes
66295,81,44,yes
66296,96,52,yes
66297,15,40,yes
66298,97,39,yes
66299,74,6,yes
66300,71,47,yes
66301,51,91,yes
66302,86,74,yes
66303,35,24,yes
66304,65,47,yes
66305,85,81,yes
66306,49,37,yes
66307,53,5,yes
66308,45,100,yes
66309,35,21,yes
66310,56,59,yes
66311,5,86,yes
66312,82,30,yes
66313,38,66,yes
66314,40,85,yes
66315,91,9,yes
66316,34,51,yes
66317,1,18,yes
66318,66,44,yes
66319,32,100,yes
66320,40,40,yes
66321,78,3,yes
66322,15,68,yes
66323,42,50,yes
66324,91,63,yes
66325,78,45,yes
66326,12,66,yes
66327,43,18,yes
66328,16,5,yes
66329,63,18,yes
66330,47,7,yes
66331,61,73,yes
66332,68,18,yes
66333,31,54,yes
66334,50,85,yes
66335,52,99,yes
66336,28,37,yes
66337,59,69,yes
66338,54,54,yes
66339,28,23,yes
66340,18,54,yes
66341,90,13,yes
66342,56,72,yes
66343,37,55,yes
66344,64,66,yes
66345,85,39,yes
66346,42,72,yes
66347,33,47,yes
66348,83,2,yes
66349,56,49,yes
66350,9,19,yes
66351,53,6,yes
66352,37,56,yes
66353,7,81,yes
66354,44,61,yes
66355,38,20,yes
66356,4,69,yes
66357,85,11,yes
66358,84,19,yes
66359,31,29,yes
66360,16,26,yes
66361,68,58,yes
66362,46,62,yes
66363,26,96,yes
66364,7,83,yes
66365,88,15,yes
66366,40,11,yes
66367,76,4,yes
66368,86,30,yes
66369,52,3,yes
66370,40,32,yes
66371,7,98,yes
66372,60,96,yes
66373,23,46,yes
66374,12,50,yes
66375,6,21,yes
66376,46,87,yes
66377,1,63,yes
66378,48,32,yes
66379,48,99,yes
66380,56,35,yes
66381,48,18,yes
66382,56,23,yes
66383,17,9,yes
66384,7,66,yes
66385,47,46,yes
66386,16,67,yes
66387,41,12,yes
66388,48,73,yes
66389,20,40,yes
66390,27,98,yes
66391,85,57,yes
66392,48,26,yes
66393,42,48,yes
66394,17,89,yes
66395,72,37,yes
66396,63,72,yes
66397,63,94,yes
66398,77,33,yes
66399,73,33,yes
66400,9,83,yes
66401,19,77,yes
66402,61,69,yes
66403,31,73,yes
66404,7,28,yes
66405,60,34,yes
66406,97,37,yes
66407,24,7,yes
66408,56,18,yes
66409,73,34,yes
66410,83,69,yes
66411,85,60,yes
66412,11,49,yes
66413,14,42,yes
66414,87,49,yes
66415,62,19,yes
66416,12,74,yes
66417,35,46,yes
66418,99,49,yes
66419,45,15,yes
66420,99,77,yes
66421,52,3,yes
66422,40,49,yes
66423,33,42,yes
66424,67,93,yes
66425,61,78,yes
66426,2,26,yes
66427,23,36,yes
66428,70,74,yes
66429,39,95,yes
66430,56,85,yes
66431,20,7,yes
66432,15,41,yes
66433,57,7,yes
66434,55,66,yes
66435,85,2,yes
66436,35,6,yes
66437,78,33,yes
66438,81,99,yes
66439,50,6,yes
66440,35,63,yes
66441,87,88,yes
66442,94,69,yes
66443,6,63,yes
66444,20,7,yes
66445,5,78,yes
66446,99,3,yes
66447,47,27,yes
66448,58,64,yes
66449,82,25,yes
66450,97,13,yes
66451,40,100,yes
66452,99,43,yes
66453,58,24,yes
66454,83,37,yes
66455,57,80,yes
66456,31,33,yes
66457,2,18,yes
66458,43,92,yes
66459,14,19,yes
66460,60,5,yes
66461,26,74,yes
66462,90,79,yes
66463,41,48,yes
66464,39,72,yes
66465,32,50,yes
66466,88,80,yes
66467,97,36,yes
66468,11,6,yes
66469,59,54,yes
66470,18,35,yes
66471,73,15,yes
66472,11,40,yes
66473,70,55,yes
66474,96,54,yes
66475,91,19,yes
66476,89,45,yes
66477,27,95,yes
66478,29,8,yes
66479,70,13,yes
66480,40,2,yes
66481,8,13,yes
66482,70,60,yes
66483,70,14,yes
66484,94,37,yes
66485,25,74,yes
66486,63,86,yes
66487,93,85,yes
66488,39,63,yes
66489,3,66,yes
66490,85,67,yes
66491,33,29,yes
66492,54,86,yes
66493,55,73,yes
66494,78,35,yes
66495,37,21,yes
66496,25,57,yes
66497,87,13,yes
66498,92,43,yes
66499,2,53,yes
66500,45,4,yes
66501,73,40,yes
66502,30,96,yes
66503,48,67,yes
66504,88,55,yes
66505,76,84,yes
66506,54,22,yes
66507,69,9,yes
66508,15,72,yes
66509,28,69,yes
66510,15,82,yes
66511,46,80,yes
66512,3,19,yes
66513,7,100,yes
66514,93,6,yes
66515,70,11,yes
66516,17,51,yes
66517,71,89,yes
66518,80,67,yes
66519,77,97,yes
66520,86,58,yes
66521,18,34,yes
66522,88,79,yes
66523,73,10,yes
66524,39,47,yes
66525,14,10,yes
66526,99,54,yes
66527,90,48,yes
